,source,author,title,description,url,urlToImage,publishedAt,content
42,"{'id': None, 'name': 'SciTechDaily'}",,Scientists Develop a New Family of ‘2D’ Materials With Promising Applications - SciTechDaily,"Researchers say the material has promising applications, such as advanced electronics and high-capacity batteries. Tulane University's School of Science and Engineering has created a new family of two-dimensional materials with promising applications, includi…",https://scitechdaily.com/?p=173514,https://scitechdaily.com/images/Abstract-Nanocrystal-Lattice-Concept.gif,2022-05-25T10:15:28Z,"Researchers say the material has promising applications, such as advanced electronics and high-capacity batteries.
Tulane Universitys School of Science and Engineering has created a new family of tw… [+3113 chars]"
43,"{'id': None, 'name': 'Moneycontrol'}",Rakesh Patil,"Closing Bell: Nifty ends below 16,100, Sensex falls 303 pts; IT, realty, capital goods drag - Moneycontrol","Except bank, all other sectoral indices ended in the red with oil &amp; gas, metal, pharma, realty, capital goods and IT index down 1-3 percent.",https://www.moneycontrol.com/news/business/markets/share-market-live-updates-stock-market-today-may-25-latest-news-bse-nse-sensex-nifty-covid-coronavirus-bpcl-coal-india-nhpc-fortis-healthcare-interglobe-aviation-bata-india-grasim-minda-industries-8570411.html,https://images.moneycontrol.com/static-mcnews/2022/05/market1-3-770x433.jpg,2022-05-25T10:12:31Z,"May 25, 2022 / 03:34 PM IST
Market Close: Benchmark indices ended lower for the third consecutive day on May 25 with Nifty below 16,100.
At close, the Sensex was down 303.35 points or 0.56% at 53,7… [+535 chars]"
44,"{'id': None, 'name': 'CNA'}",,"Bumpy ride ahead for Singapore's economy, inflation to stay elevated: Economists - CNA","SINGAPORE: Dark clouds are gathering on the horizon for Singapore’s economy as the ongoing Russia-Ukraine conflict and strict COVID-19 lockdowns in China exacerbate supply chain snarls and fuel further price increases.

“The road ahead remains bumpy,” said …",https://www.channelnewsasia.com/business/bumpy-ride-ahead-singapore-economy-inflation-remain-high-economists-2706221,"https://onecms-res.cloudinary.com/image/upload/s--t5ou4GDI--/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/v1/mediacorp/cna/image/2021/10/25/000_9pz9vr.jpg?itok=Kf9Xz0il",2022-05-25T10:09:32Z,"But it may not be all doom and gloom.
Barclays economist Brian Tan described MTIs forecast for growth to be at the lower half of its projected range as being very conservative. 
For now, he is hold… [+1604 chars]"
45,"{'id': None, 'name': 'TheJournal.ie'}",Céimin Burke,Rights group ‘strongly opposed’ to gardaí being granted facial-recognition technology - TheJournal.ie,"Civil liberties groups say it enables “mass surveillance”, the Minister for Justice disagrees.",https://www.thejournal.ie/facial-recognition-technology-gardai-opposed-iccl-5773615-May2022/,https://img2.thejournal.ie/article/5773615/river/?height=400&version=5773630,2022-05-25T10:09:00Z,"CIVIL LIBERTIES CAMPAIGNERS say they are strongly opposed to gardaí being granted the use of facial-recognition technology, saying it poses an extreme risk to peoples rights.
Justice minister Helen … [+2754 chars]"
46,"{'id': None, 'name': 'Guardian Nigeria'}",,Infinix Launches All-New Show Stopping NOTE 12 Series With Ultra-Fast Charging - Guardian Nigeria,"Infinix has rolled out its all-new NOTE 12 Series that includes high-performance variants with the thinnest 120W Hyper Charge design, a sleek 6.7” FHD+ Super Light AMOLED display with 120Hz refresh rate, 108MP Cinematic Triple Camera and more. The series incl…",https://editor.guardian.ng/features/infinix-launches-all-new-show-stopping-note-12-series-with-ultra-fast-charging/,https://guardian.ng/wp-content/uploads/2022/05/Infinix-1.jpg,2022-05-25T10:08:00Z,"Infinix has rolled out its all-new NOTE 12 Series that includes high-performance variants with the thinnest 120W Hyper Charge design, a sleek 6.7 FHD+ Super Light AMOLED display with 120Hz refresh ra… [+7920 chars]"
47,"{'id': None, 'name': 'Toronto Star'}",,Quebec health officials confirm 10 more cases of monkeypox for a total of 15 - Niagara Falls Review,"MONTREAL - Quebec health officials are reporting 10 more cases of monkeypox, for a total of 15 confirmed cases across the province.",https://www.thestar.com/news/canada/2022/05/24/quebec-health-officials-confirm-10-more-cases-of-monkeypox-for-a-total-of-15.html,https://images.thestar.com/QjhCIRCktzu7NPz4uopZ6YKjQ2Q=/1280x1024/smart/filters:cb(1653429322706):format(webp)/https://www.thestar.com/content/dam/thestar/news/canada/2022/05/24/quebec-health-officials-confirm-10-more-cases-of-monkeypox-for-a-total-of-15/2022052417058-628d498ba1b7cc452423f159jpeg.jpg,2022-05-25T10:07:30Z,"MONTREAL - Quebec health officials are reporting 10 more cases of monkeypox, for a total of 15 confirmed cases across the province.
Last week, the province reported the first cases of the virus in C… [+1236 chars]"
48,"{'id': None, 'name': 'Malaysianow.com'}",Staff Writers,Govt urged to take proactive steps at transport hubs against monkeypox threat - MalaysiaNow,Gerakan says the healthcare system and economy are still struggling to recover from the effects of the Covid-19 pandemic.,https://www.malaysianow.com/news/2022/05/25/govt-urged-to-take-proactive-steps-at-transport-hubs-against-monkeypox-threat/,https://media.malaysianow.com/wp-content/uploads/2022/05/25180606/PSX_20220401_133312-1.jpg,2022-05-25T10:06:51Z,"Gerakan today urged the government to take proactive measures against the possibility of a monkeypox outbreak in the country, saying Malaysia cannot afford to close its borders to international trave… [+1412 chars]"
49,"{'id': 'financial-post', 'name': 'Financial Post'}","Steve Gorman, Reuters",Boeing Starliner capsule nears completion of pivotal test flight to orbit - Financial Post,"The new Boeing Starliner capsule was due to descend back to Earth on Wednesday from its first uncrewed journey to the International Space Station (ISS),…",https://financialpost.com/pmn/business-pmn/boeing-starliner-capsule-nears-completion-of-pivotal-test-flight-to-orbit,,2022-05-25T10:03:23Z,"Author of the article:
Article content
The new Boeing Starliner capsule was due to descend back to Earth on Wednesday from its first uncrewed journey to the International Space Station (ISS), compl… [+4647 chars]"
50,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,"Redmi Note 11T Pro, Note 11T Pro+ smartphones with 64MP camera, fast chagrin support launched - Times of India",Xiaomi has added two new smartphones to its Redmi Note 11 series. The company has launched Redmi Note 11T Pro and Redmi Note 11T Pro+ at an event in C,https://timesofindia.indiatimes.com/gadgets-news/redmi-note-11t-pro-note-11t-pro-smartphones-with-64mp-camera-fast-chagrin-support-launched/articleshow/91787851.cms,"https://static.toiimg.com/thumb/msid-91787807,width-1070,height-580,imgsize-25558,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2022-05-25T10:01:00Z,
51,"{'id': None, 'name': 'Global Citizen'}",,"Get the Playlist: 9 Musicians Who Are Making Africa Proud, According to Global Citizens - Global Citizen","We're celebrating Africa Day by saluting some of the continent's incredible musicians like Burna Boy, WizKid, Black Coffee, and more. Come listen with us!",https://www.globalcitizen.org/en/content/africa-day-playlist-musicians-making-africa-proud/,https://media.globalcitizen.org/thumbnails/6f/cb/6fcbd64f-c9c3-422c-badf-b3bb54694855/africa_day_2022_playlist_crop.jpg__1500x670_q85_ALIAS-hero_image_crop_subsampling-2.jpg,2022-05-25T09:58:05Z,"There is no place like Africa. She is a fierce continent who has shared so much beauty, talent, and creation with the world. She awakens all the human senses: her diverse cultures and natural wonders… [+7814 chars]"
52,"{'id': None, 'name': 'CNBC'}",Holly Ellyatt,"Ukraine conflict 'sending shock waves around the world,' EU warns; Soros says civilization may not survive war - CNBC","Ukraine President Volodymyr Zelenskyy has said the situation in the Donbas region is ""very difficult"" while George Soros issued a stark warning about the war.",https://www.cnbc.com/2022/05/25/russia-ukraine-live-updates-.html,https://image.cnbcfm.com/api/v1/image/107048202-1650355501729-gettyimages-1239118399-AA_12032022_646356.jpeg?v=1650355569&w=1920&h=1080,2022-05-25T09:49:00Z,"A Russian official has reportedly said Moscow is ready to provide a humanitarian corridor for ships carrying food to leave Ukraine, in return for the lifting of some sanctions.
""We are always ready … [+1358 chars]"
53,"{'id': 'the-irish-times', 'name': 'The Irish Times'}",Laura Kennedy,Period Face: the dermatologist's advice on 'the big spot' - The Irish Times,"Resist the urge to pick, and use these products instead",https://www.irishtimes.com/life-style/fashion/2022/05/25/period-face-the-dermatologists-advice-on-the-big-spot/,https://irishtimes-irishtimes-prod.cdn.arcpublishing.com/resizer/_hFafukAtqJqIxSoPN8koW5NPoc=/1200x630/filters:format(jpg):quality(70)/cloudfront-eu-central-1.images.arcpublishing.com/irishtimes/6IXT7VPGK5HVJAMKRTEI26GOIY.jpg,2022-05-25T09:45:08Z,"You know the drill. You wake up feeling more tired than usual and strangely anxious. You head to the bathroom mirror, and there it is on your chin Mount Spotsuvius. A huge red or darkened mound. Hot,… [+3160 chars]"
54,"{'id': None, 'name': 'Www.geo.tv'}",Web Desk,Amber Heard branded crazy and jealous by new Johnny Depp witness - Geo News,"Johnny Depp was under severe pressure during marriage with Amber Heard, says witness",https://www.geo.tv/latest/418891-amber-heard-branded-crazy-and-jealous-by-new-johnny-depp-witness,https://www.geo.tv/assets/uploads/updates/2022-05-25/418891_025049_updates.jpg,2022-05-25T09:45:00Z,"Johnny Depp latest witness, Morgan Highby Night, thinks Amber Heard is crazy.
The filmmaker and motel owner gave his testimony in Fairfax, Virginia, on Tuesday and admitted that he wrote the tweet f… [+1026 chars]"
55,"{'id': None, 'name': 'Daijiworld.com'}",,Mangaluru: Kerala astrologer says ritual shows presence of goddess in Malali mosque structure - Daijiworld.com,"Daijiworld Media Network – Mangaluru (SS)
Mangaluru, May 25: Even as the Dakshina Kannada deputy commissioner has ordered to maintain the status quo of the Malali Juma Masjid structure in Mangaluru till further orders, a well-known Kerala based astrologer Da…",https://daijiworld.com/news/newsDisplay?newsID=961932,https://daijiworld.ap-south-1.linodeobjects.com/Linode/images3/allwyn_250522_astr1.jpg,2022-05-25T09:39:28Z,"Daijiworld Media Network Mangaluru (SS)
Mangaluru, May 25: Even as the Dakshina Kannada deputy commissioner has ordered to maintain the status quo of the Malali Juma Masjid structure in Mangaluru ti… [+1204 chars]"
56,"{'id': None, 'name': 'Firstpost'}",FP Staff,"Explained: Why Christian Bale will steal the show with his character Gorr the God Butcher in Thor: Love And Thunder - Opinion News , Firstpost - Firstpost","Chris Hemsworth and Christian Bale starrer Thor: Love And Thunder also stars Natalie Portman, Russell Crowe, Tessa Thompson, Chris Pratt, Jaimie Alexander, Pom Klementieff, Dave Bautista, Karen Gillan, Sean Gunn, Jeff Goldblum, and Vin Diesel in prominent rol…",https://www.firstpost.com/opinion/explained-why-christian-bale-will-steal-the-show-with-his-character-gorr-the-god-butcher-in-thor-love-and-thunder-10717141.html,https://images.firstpost.com/wp-content/uploads/2022/05/pjimage-2022-05-25T143312.232.jpg,2022-05-25T09:38:43Z,"Chris Hemsworth and Christian Bale starrer Thor: Love And Thunder also stars Natalie Portman, Russell Crowe, Tessa Thompson, Chris Pratt, Jaimie Alexander, Pom Klementieff, Dave Bautista, Karen Gilla… [+2459 chars]"
57,"{'id': 'abc-news-au', 'name': 'ABC News (AU)'}",ABC News,British government approves sanctioned Russian Roman Abramovich's sale of Chelsea football club - ABC News,"Roman Abramovich's 19-year ownership of Chelsea is ending, with the British government approving the sanctioned Russian oligarch's sale of the Premier League club.",https://www.abc.net.au/news/2022-05-25/premier-league-chelsea-sale-approved-by-uk-government/101100138,https://live-production.wcms.abc-cdn.net.au/90341b445ad4ddb1ba485e3fb34b9e3f?impolicy=wcms_crop_resize&cropH=1443&cropW=2565&xPos=0&yPos=45&width=862&height=485,2022-05-25T09:36:20Z,"Roman Abramovich's 19-year ownership of Chelsea is ending, with the British government approving the sanctioned Russian oligarch's sale of the Premier League club to a consortium fronted by Los Angel… [+2673 chars]"
58,"{'id': None, 'name': 'Toronto Star'}",,"Gunman kills 19 children, 2 adults in Texas school rampage - Toronto Star","UVALDE, Texas (AP) — An 18-year-old gunman killed 19 children and two adults as he went from classroom to classroom at a Texas elementary school, offi...",https://www.thestar.com/news/world/us/2022/05/25/gunman-kills-19-children-in-texas-school-rampage.html,https://images.thestar.com/XqdVPuUMorUxZwdwUKezFBamMKQ=/1280x1024/smart/filters:cb(1653475397195):format(webp)/https://www.thestar.com/content/dam/thestar/news/world/us/2022/05/25/gunman-kills-19-children-2-adults-in-texas-school-rampage/20220524170516-628d4b5b7a3f734fa8bf43d0jpeg.jpg,2022-05-25T09:33:45Z,"UVALDE, Texas (AP) An 18-year-old gunman killed 19 children and two adults as he went from classroom to classroom at a Texas elementary school, officials said, adding to a gruesome, yearslong series … [+8380 chars]"
59,"{'id': None, 'name': 'Malay Mail'}",Malay Mail,"Two senior Grab executives quit as company rejigs unit to stem losses, say sources - Malay Mail","SINGAPORE, May 25 —Two top executives at Grab Holdings’ fintech business have quit, adding to other senior departures in recent months, as the Southeast Asian ride-hailing and...",https://www.malaymail.com/news/money/2022/05/25/two-senior-grab-executives-quit-as-company-rejigs-unit-to-stem-losses-say-sources/8747,https://www.malaymail.com/malaymail/uploads/images/2022/05/25/18132.jpg,2022-05-25T09:32:19Z,"SINGAPORE, May 25 Two top executives at Grab Holdings fintech business have quit, adding to other senior departures in recent months, as the Southeast Asian ride-hailing and delivery firm rejigs the … [+3253 chars]"
60,"{'id': None, 'name': 'Cgtn.com'}",,Live: World-class astronomy base under construction in NW China – Ep. 17 - CGTN,"A world-class astronomical observatory is under construction in Lenghu, northwest China's Qinghai Province, with an average elevation of 3,800 meters.",https://news.cgtn.com/news/2022-05-25/Live-World-class-astronomy-base-under-construction-in-NW-China-1ajFtlXus2Q/index.html,https://news.cgtn.com/news/2022-05-25/Live-World-class-astronomy-base-under-construction-in-NW-China-1ajFtlXus2Q/img/68702c988d864296ae4ebf941caafaaa/68702c988d864296ae4ebf941caafaaa-1280.jpeg,2022-05-25T09:30:59Z,"A world-class astronomical observatory is under construction in the town of Lenghu, northwest China's Qinghai Province. It has an average elevation of 3,800 meters. The site was chosen for the platea… [+207 chars]"
61,"{'id': None, 'name': 'Daily Mail'}",Nathan Salt,"Q&A: Todd Boehly's Chelsea takeover is almost complete, so what happens next? - Daily Mail",On Tuesday night the Premier League confirmed they had given the green light for the LA Dodgers stakeholder to ratify his takeover from the sanctioned Roman Abramovich.,https://www.dailymail.co.uk/sport/sportsnews/article-10852385/Q-Todd-Boehlys-Chelsea-takeover-complete-happens-next.html,https://i.dailymail.co.uk/1s/2022/05/25/09/58260159-0-image-a-13_1653468728317.jpg,2022-05-25T09:29:41Z,"Todd Boehly's consortium has finally received approval from both the UK Government and the Premier League to purchase Chelsea, suggesting the end is finally nearing for the ongoing saga of the sale o… [+20843 chars]"
62,"{'id': None, 'name': 'BreakingNews.ie'}",Press Association,Deadliest US school shooting in almost a decade prompts calls for tighter gun controls - BreakingNews.ie,The gunman was identified as 18-year-old Salvador Ramos,https://www.breakingnews.ie/world/texas-school-shooting-death-toll-rises-to-19-children-1310340.html,https://img.resized.co/breaking-news/eyJkYXRhIjoie1widXJsXCI6XCJodHRwczpcXFwvXFxcL2ltYWdlcy5icmVha2luZ25ld3MuaWVcXFwvcHJvZFxcXC91cGxvYWRzXFxcLzIwMjJcXFwvMDVcXFwvMjUwMzQ1MThcXFwvMi42NzA5ODEwMy1lMTY1MzQ0ODc1NzUxMS5qcGdcIixcIndpZHRoXCI6MTIwMCxcImhlaWdodFwiOjYyNyxcImRlZmF1bHRcIjpcImh0dHBzOlxcXC9cXFwvd3d3LmJyZWFraW5nbmV3cy5pZVxcXC9pbWFnZXNcXFwvbm8taW1hZ2UucG5nXCIsXCJvcHRpb25zXCI6W119IiwiaGFzaCI6Ijc5MjIzNzI3ZDA3MGI3MTYxYjE4N2U5Mjg1OWUzMGFmYzZhY2M1ODcifQ==/deadliest-us-school-shooting-in-almost-a-decade-prompts-calls-for-tighter-gun-controls.jpg,2022-05-25T09:29:05Z,"Updated: 10.15am
A gunman murdered 19 children and two teachers in the deadliest US school shooting in nearly a decade, prompting US president Joe Biden to urge Americans to confront the country's g… [+4250 chars]"
63,"{'id': 'news-com-au', 'name': 'News.com.au'}",Wenlei Ma,The show that Netflix needs right now - news.com.au,<p>Stranger Things needs to be big. Netflix needs it to be big.</p>,https://www.news.com.au/entertainment/tv/streaming/stranger-things-4-is-exactly-what-netflix-needs-right-now/news-story/33621efb1d1596e0b69d33a6409f8af1,https://content.api.news/v3/images/bin/9558160a887ec6d5797542356e70c4a6,2022-05-25T09:26:42Z,"One of Netflixs most popular shows is coming back and its exactly what the streamer needs to counter its bad run.Stranger Things needs to be big. Netflix needs it to be big.
The under-siege streamer… [+4509 chars]"
64,"{'id': None, 'name': 'The Straits Times'}",Hermes Auto,Two senior Grab executives quit as company rejigs unit to stem losses - The Straits Times,"The company has seen other senior departures in recent months. 
. Read more at straitstimes.com.",https://www.straitstimes.com/business/companies-markets/two-senior-grab-executives-quit-as-company-rejigs-unit-to-stem-losses,https://static1.straitstimes.com.sg/s3fs-public/styles/large30x20/public/articles/2022/05/25/ads-grab-25052022.jpg?VersionId=8gn2GmsN9YKG25eDcrC.Ksh_4D7Qjz8B,2022-05-25T09:25:38Z,"SINGAPORE (REUTERS) - Two top executives at Grab Holdings' fintech business have quit, adding to other senior departures in recent months, as the South-east Asian ride-hailing and delivery firm rejig… [+2470 chars]"
65,"{'id': None, 'name': 'TweakTown'}",Anthony Garreffa,LG UltraGear 32GQ950 gaming monitor: 31.5-inch 4K up to 160Hz with OC - TweakTown,"LG UltraGear's new 32GQ950 gaming monitor: 31.5-inch Nano IPS panel with 4K at up to 160Hz (OC) with 1ms GtG, G-SYNC and FreeSync.",https://www.tweaktown.com/news/86432/lg-ultragear-32gq950-gaming-monitor-31-5-inch-4k-up-to-160hz-with-oc/index.html,https://static.tweaktown.com/news/8/6/86432_04_lg-ultragear-32gq950-gaming-monitor-31-5-inch-4k-up-to-160hz-with-oc_full.jpg,2022-05-25T09:22:03Z,"LG UltraGear just unveiled its first-ever OLED gaming monitor, but there was also the introduction of the UltraGear 32GQ950.
The new LG UltraGear 32GQ950 gaming monitor has a 31.5-inch Nano IPS pane… [+1542 chars]"
66,"{'id': None, 'name': 'The Guardian'}",Guardian staff reporter,"China is pursuing a Pacific-wide pact with 10 island nations on security, policing and data – report - The Guardian",Federated States of Micronesia wants deal rejected because it could spark new cold war between China and west while Australia admits ‘we’ve got a lot of work to do’,https://amp.theguardian.com/world/2022/may/25/china-is-pursuing-a-pacific-wide-pact-with-10-island-nations-on-security-policing-and-data-report,https://i.guim.co.uk/img/media/db5dc580022eb277af6fef6b05f7c47cdcd529fd/666_645_2347_1408/master/2347.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=bf86c669b5cd42f895eb11bd12e0d945,2022-05-25T09:22:00Z,"China will pursue a Pacific-wide deal with almost a dozen island nations covering policing, security and data communications cooperation when the foreign minister, Wang Yi, hosts a meeting in Fiji ne… [+4585 chars]"
67,"{'id': None, 'name': 'Premium Times'}",Agency Report,"Osinbajo visits Sultan, APC stakeholders, harps on Nigeria's unity - Premium Times","""The country must stay united because our unity is the basis of our success and prosperity. If we are not united, our country will be wasted.”",https://www.premiumtimesng.com/news/top-news/532297-osinbajo-visits-sultan-apc-stakeholders-harps-on-nigerias-unity.html,https://media.premiumtimesng.com/wp-content/files/2022/04/275679832_515221349960878_3758723893870243005_n.jpg,2022-05-25T09:20:17Z,"Nigeria’s Vice President and an All Progressives Congress (APC) presidential aspirant in the 2023 election, Yemi Osinbajo, has called for understanding and tolerance among Nigerians.
Mr Osinbajo sta… [+1968 chars]"
68,"{'id': None, 'name': 'Mb.com.ph'}",,VP-elect Sara Duterte visits Panay Island to thank supporters - Manila Bulletin,The Nation's Leading Newspaper,https://mb.com.ph/2022/05/25/vp-elect-sara-duterte-visits-panay-island-to-thank-supporters/,https://mb.com.ph/wp-content/uploads/2022/05/84671.jpeg,2022-05-25T09:15:00Z,"ILOILO CITY Davao City Mayor Sara Duterte-Carpio visited Panay Island Wednesday morning to thank supporters before her proclamation as the vice president-elect in the afternoon.
A very pleasant surp… [+866 chars]"
69,"{'id': None, 'name': 'The Guardian'}",Vikram Dodd,‘Guilty as charged’: senior UK officer calls on police chiefs to admit institutional racism - The Guardian,Met’s Neil Basu says positive discrimination should be introduced to boost minority ethnic numbers in ranks,https://amp.theguardian.com/uk-news/2022/may/25/neil-basu-uk-officer-calls-on-police-chiefs-admit-institutional-racism,https://i.guim.co.uk/img/media/e3b74760f75e932b605f73e6e9de896b6acb982b/0_232_3500_2101/master/3500.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=933e342356c8a45c61db2c8743f9e1f4,2022-05-25T09:14:00Z,"One of Britains most senior officers has called on chiefs to admit that institutional racism blights policing, declaring we are guilty as charged, and blaming failures on the leadership of law enforc… [+4279 chars]"
70,"{'id': 'the-washington-post', 'name': 'The Washington Post'}","Moriah Balingit, Beth Reinhard, María Luisa Paúl, Holly Bailey, Karina Elwood","What we know about the victims of the school shooting in Uvalde, Texas - The Washington Post",,https://www.washingtonpost.com/nation/2022/05/25/uvalde-texas-school-shooting-victims/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/YERTDGG32II6ZPBVVEOQVFESHM.jpg&w=1440,2022-05-25T09:14:00Z,"Return to menuThe Lopez household was teeming with childrens laughter and music and its source, more often than not, was 10-year-old Xavier cracking a joke or dancing cumbia.
But the giggles and gro… [+1622 chars]"
71,"{'id': None, 'name': 'The Punch'}",Raphael Ede,BREAKING: Ekweremadu withdraws from Enugu governorship race - Punch Newspapers,"Former Deputy President of the Senate, Ike Ekweremadu, has withdrawn from the Enugu State governorship race.",https://punchng.com/breaking-ekweremadu-withdraws-from-enugu-governorship-race/,https://cdn.punchng.com/wp-content/uploads/2018/08/07060706/Ekweremadu2.jpg,2022-05-25T09:12:35Z,"Former Deputy President of the Senate, Ike Ekweremadu, has withdrawn from the Enugu State governorship race.
Ekweremadu said he would not participate in today’s governorship primary election of the … [+1919 chars]"
72,"{'id': None, 'name': 'Birmingham Live'}","Harry Leach, Jordan Reynolds","Live updates: Hodge Hill road closed due to 'large police presence', buses diverted - Birmingham Live",Eyewitnesses reported seeing forensics at the scene,https://www.birminghammail.co.uk/news/midlands-news/live-updates-hodge-hill-road-24053482,https://i2-prod.birminghammail.co.uk/incoming/article24054100.ece/ALTERNATES/s1200/0_JRR_BEM_25-5-22_bromford101jpeg.jpg,2022-05-25T09:11:48Z,"Part of a road in Hodge Hill was closed today following a shooting. Buses were diverted after cops closed part of Bromford Drive.
Two eyewitnesses reported a large police presence on the road last n… [+334 chars]"
73,"{'id': None, 'name': 'The Guardian'}",Emine Saner,Therapy v medication? How to choose the best treatment for anxiety - The Guardian,"Medication is often prescribed as a quick-fix but therapy can be more helpful in the long-run, if accessible. Here’s how to work out what is best for you",https://amp.theguardian.com/lifeandstyle/2022/may/25/therapy-v-medication-how-to-choose-the-best-treatment-for-anxiety,,2022-05-25T09:07:00Z,"How to manage anxietyMedication is often prescribed as a quick-fix but therapy can be more helpful in the long-run, if accessible. Heres how to work out what is best for you
Since the beginning of t… [+8695 chars]"
74,"{'id': None, 'name': 'Rappler'}",,Warriors coach Kerr calls for gun control after Texas school shooting - Rappler,"'I'm so tired of getting up here and offering condolences to the devastated families that are out there,' says Warriors head coach Steve Kerr, an advocate of tighter gun laws",https://www.rappler.com/sports/nba/steve-kerr-calls-gun-control-texas-school-shooting-may-2022/,https://www.rappler.com/tachyon/2022/05/steve-kerr-may-25-2022.jpg,2022-05-25T09:06:36Z,"Golden State Warriors coach Steve Kerr refused to talk about basketball at a pre-game news conference on Tuesday, May 24 (Wednesday, May 25, Manila time), and instead called for stricter gun control … [+1928 chars]"
75,"{'id': None, 'name': 'THISDAY Newspapers'}",,Panelists at UBA Africa Day Event Celebrate Continent's Success Stories - THISDAY Newspapers,"The United Bank for Africa (UBA) Plc, celebrated this year’s Africa Day in commemoration of African unity with the fourth edition of its annual UBA Africa Conversations which was held at the Tony E…",https://www.thisdaylive.com/index.php/2022/05/25/panelists-at-uba-africa-day-event-celebrate-continents-success-stories/,https://storage.googleapis.com/thisday-846548948316-wp-data/wp-media/cade70cf-uba.png,2022-05-25T09:05:28Z,"The United Bank for Africa (UBA) Plc, celebrated this years Africa Day in commemoration of African unity with the fourth edition of its annual UBA Africa Conversations which was held at the Tony Elum… [+4402 chars]"
76,"{'id': None, 'name': 'The Guardian'}",https://www.theguardian.com/profile/danielharris,French Open 2022: Emma Raducanu v Aliaksandra Sasnovich on day four – live! - The Guardian,"Join Daniel Harris for updates from day four at Roland Garros, with two British hopefuls in action",https://www.theguardian.com/sport/live/2022/may/25/french-open-2022-emma-raducanu-norrie-djokovic-nadal-alcaraz-day-four-tennis,https://i.guim.co.uk/img/media/d13e5c2eb47ab123cd6c5ada36cb213aae96d4a8/0_177_4648_2790/master/4648.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctbGl2ZS5wbmc&enable=upscale&s=86295725edd749fdcad26f2f5fe733de,2022-05-25T09:03:59Z,"I keep banging on about Raducanus temperament, but Sasnovich has played the break points superbly thereve been five so far and as I type that, Raducanu swipes a backhand down the line wideand now tra… [+9515 chars]"
77,"{'id': None, 'name': 'Daily Post Nigeria'}",Fadehan Oyeyemi,Okorocha to remain in EFCC custody till May 30 - Daily Post Nigeria,"Detained former Imo State Governor, Anayo Rochas Okorocha is to remain in the custody of the Economic and Financial Crimes Commission (EFCC) till Monday, May 30, when he will be arraigned in court over the N2.9 billion money laundering criminal charges brough…",https://dailypost.ng/2022/05/25/okorocha-to-remain-in-efcc-custody-till-may-30/,https://dailypost.ng/wp-content/uploads/2019/09/Rochas-Okorocha.jpg,2022-05-25T08:58:10Z,"Detained former Imo State Governor, Anayo Rochas Okorocha is to remain in the custody of the Economic and Financial Crimes Commission (EFCC) till Monday, May 30, when he will be arraigned in court ov… [+3621 chars]"
78,"{'id': None, 'name': 'NDTV News'}",Press Trust of India,"""Learnt Good Things"": Hardik Pandya On India Legend After Taking Gujarat Titans To IPL 2022 Final - NDTV Sports","Questions were raised when he was handed captaincy for a team making its debut, but Pandya has delivered, be it with the bat, ball or in his 'Captain Cool' demeanour, much like his mentor MS Dhoni.",https://sports.ndtv.com/ipl-2022/learnt-good-things-hardik-pandya-on-india-legend-after-taking-gujarat-titans-to-ipl-2022-final-3007708,"https://c.ndtvimg.com/2022-05/bdgnhkc8_hardik-pandya-bcci_625x300_20_May_22.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=675",2022-05-25T08:58:06Z,"In his short international career, Hardik Pandya has seen it all -- highs and lows, injuries, surgery, being embroiled in controversies -- but he says he faces them with a smiling face. Putting behin… [+4804 chars]"
79,"{'id': None, 'name': 'The Star Online'}",IMRAN HILMY,"Many Health Ministry purchases did not follow SOP during Covid-19 pandemic, admits Dr Adham - The Star Online",PETALING JAYA: Datuk Seri Dr Adham Baba says he will cooperate with the Malaysian Anti-Corruption Commission over claims of corruption involving the procurement of medical equipment and medicine during the Covid-19 pandemic.,https://www.thestar.com.my/news/nation/2022/05/25/many-health-ministry-purchases-did-not-follow-sop-during-covid-19-pandemic-admits-dr-adham,https://apicms.thestar.com.my/uploads/images/2022/05/25/1598098.jpg,2022-05-25T08:56:00Z,PETALING JAYA: Datuk Seri Dr Adham Baba says he will cooperate with the Malaysian Anti-Corruption Commission over claims of corruption involving the procurement of medical equipment and medicine duri… [+1624 chars]
